label,text
VDT 증후군(Visual Display Terminal Syndrome),"컴퓨터나 단말기를 자주 사용하면서 다음의 세 가지 증상 중 한 가지 증상이 나타난다면 VDT 증후군을 의심할 수 있습니다.

① 눈이 피로하고 자주 충혈된다.② 눈이 빛이나 자극에 민감하다.③ 눈에 모래가 들어간 듯한 느낌이다."
WPW 증후군(Wolff-Parkinson-White syndrome),"WPW 증후군의 증상은 청소년기에 별다르게 나타나지 않다가 성인이 된 뒤 나타나는 경우도 있습니다. 시간이 지나면서 비정상적인 전기 회로가 전기를 전달하는 능력을 소실해 버리는 경우도 있으므로 어린이에게 이 증후군이 발견됐을 경우에는 당장 치료하지 않아도 됩니다.

WPW 증후군은 맥박이 자주 뛰는 발작성 빈맥을 유발하며, 심방이 규칙적으로 빨리 뛰는 증상을 일으킵니다. 심방 세동이 동반되는 경우에는 심실 박동이 매우 빠르고 불규칙해지고, 이로 인해 돌연사할 수도 있습니다.
"
XXX 증후군(XXX syndrome),"XXX 증후군은 출생 시나 소아기에 뚜렷한 비정상 소견은 없지만, 경미한 정도의 소두, 내안각췌피, 귀모양 이상, 만지증 등의 경미한 이상이 나타나는 빈도는 높습니다. 키가 평균 이상으로 크고, 특히 하체가 길고 날씬합니다. 발달 지연이나 정신 지체는 없습니다.IQ는 64~120 정도이고, 평균 85 정도입니다. 경미한 지능 저하가 있을 수 있습니다. 언어 발달이나 신경 운동계의 결함이 있을 수 있습니다. 일부 환자는 대인 관계 형성 장애가 나타날 수 있고, 수동적이며 미성숙한 성격을 가지기도 합니다. 늦은 초경, 희발 월경, 불임이 있을 수 있으나, 대부분 정상적인 사춘기를 지내고 임신도 가능합니다."
XYY 증후군(XYY syndrome),"XYY 증후군은 출생 시 뚜렷한 비정상 소견은 없지만, 만지증, 서혜부 탈장 등의 경미한 이상이 있을 수 있습니다. 성장이 빨라서 대부분 키가 큰 편입니다. 발달 지연이나 정신 지체는 나타나지 않습니다. IQ는 80~140 정도이며, IQ가 정상 XY 남성보다 약간 낮은 편이나 오히려 지능이 높은 경우도 있습니다. 활동 항진, 주의 산만성, 분노 발작이 있을 수 있고, 언어 발달과 독서 장애가 있을 수 있지만, 따뜻한 관심과 교육으로 충분히 개선될 수 있습니다. 이차 성징의 발달은 정상이며, 임신도 가능합니다."
가부키 증후군(Kabuki Syndrome),"가부키 증후군이 있는 아이들의 약 40~50%가 선천성 심장 결함을 겪습니다. 일반적으로 대동맥 협착증과 심장 중격 결손이 나타날 수 있습니다.

① 내분비적 문제(Endocrine)
가부키 증후군이 있는 사춘기 여아의 7~50%에게서 조기 가슴 발육이 나타나는데, 이는 가장 일반적인 증상입니다.

② 안과적 문제(Ophthalmologic)가부키 증후군 환아의 약 1/3이 푸른 공막, 사시, 안검하수, 안막 결손, 각막 이상 등 안과적 문제를 겪습니다. 시신경 형성 부전증, 백내장, 색소성 망막병증도 동반될 수 있습니다.

③ 귀 및 청각적 문제(Ears and hearing)가부키 증후군 환아는 대부분 컵 모양의 큰 귓바퀴를 가지고 있습니다. 이 아이들의 약 40%가 청력 손실을 겪습니다. 청력 손실의 주원인은 만성 중이염이며, 감각 신경성 난청은 드뭅니다. 만성 중이염은 전도성 청력 손실을 동반하며 사망의 주요 원인이 될 수 있습니다. 그러나 이 문제가 근본적으로 면역력 감소 때문에 일어나는지, 아니면 두개안면의 기형 때문에 일어나는 것인지는 명확하지 않습니다. 그 외에 전정기관 비대, 달팽이관 무형성, 반고리관 무형성, 수도관 비대증 등의 내이 기형도 나타날 수 있습니다.

④ 두개안면(Craniofacial)가부키 증후군 환아의 1/3이 구순구개열을 겪습니다. 또한 이들의 3/4가 고아치형의 구개를 겪습니다. 구개열이 있는 아이들의 대부분이 수유 곤란, 중이염 재발, 언어 장애를 겪습니다. 가부키 증후군의 특징적인 얼굴 형태(아치형의 넓은 눈썹, 낮은 코끝, 컵 모양의 큰 귓바퀴, 아래 외측 안검의 외전)는 이 진단을 내리는 중요한 기준이 됩니다.

⑤ 치과적 문제(Dental)가부키 증후군 환아에게 치과적 문제가 나타날 수 있습니다. 흔하게 나타나는 증상으로는 어금니와 앞니의 형성 부전이 있습니다. 비정상적 모양의 치아, 작은 치아, 부정 교합이 나타날 수 있습니다.

⑥ 위장관 문제(Gastrointestinal)가부키 증후군 환아는 드물게 위장관 문제를 겪습니다. 항문이 없는 항문직장 기형의 경우 남아에 비해 여아에게서 더 자주 나타납니다. 또한 선천성 횡경막 탈장, 횡경막 거상증이 나타날 수 있습니다.

⑦ 비뇨생식기 문제(Genitourinary)가부키 증후군 환아의 약 25%에게서 신장 및 요로 기형이 나타납니다. 신장 위치 이상(단일 융합 신장), 신우요관이행부 협착, 수신증이 나타날 수 있습니다. 남아의 경우 요도하열, 잠복고환, 왜소음경증이, 여아의 경우 음순 형성 저하가 나타날 수 있습니다.

⑧ 근골격계 문제(Musculoskeletal)가부키 증후군 환아의 약 50~75%에게서 관절 과유연성이 관찰됩니다. 엉덩이, 무릎뼈, 어깨 등의 관절이 잘 탈골될 수 있습니다. 이러한 관절 이완은 나이가 들면서 나아질 수 있습니다. 척추 기형과 관련된 척추측만증과 척추후만증도 나타날 수 있습니다. 또한 태아 손가락 끝의 살집 및 지문 이상은 가부키 증후군의 5가지 주요 증상 중 하나이므로 주의 깊은 관찰이 필요합니다.

⑨ 면역계 문제(Immunologic)면역 기능 장애는 주로 청소년기에 발생합니다. IgA 저하는 면역성 혈소판 감소성 자반증, 자가면역성 용혈성빈혈과 관련되어 나타납니다."
가성근시(Pseudomyopia),근시와 마찬가지로 먼 곳이 잘 보이지 않는 증상이 나타납니다.
가스 괴저(Gas gangrene),"클로스트리다 균에 감염되면 감염된 부위에서 검붉은 혈액성 분비물이 심한 악취와 함께 새어 나오며 가스가 발생합니다. 이 때문에 압박할 때 '우지직' 소리(염발음)가 납니다. 감염된 부위가 부어오르며, 통증이 심합니다. 이 독소가 혈류를 따라 퍼지면 발열, 빈맥, 빈호흡 증상이 나타나며, 쇼크, 다발성 장기 부전으로 악화될 수 있습니다.

"
가습기 살균제 연관 폐질환(Humidifier disinfectant-associated lung injury),"초기에는 대부분 기침 증상을 보이다가 이후 호흡곤란이 나타납니다. 증상이 악화되면 폐동맥 고혈압과 우심부전으로 발전할 수 있습니다. 또한 호흡부전으로 인해 다발성 장기 부전 등의 합병증이 생기기도 합니다.
"
가와사키병(Kawasaki Disease),"가와사키병의 증상은 다음과 같습니다.

① 발열고열이 나타납니다. 평균 1~2주 지속되며 4주를 넘기지 않습니다.



② 발열과 동반하여 다음의 5가지 중 4가지 이상의 소견이 나타남- 양측성 결막 충혈
- 다양한 형태의 발진- 일측 비화농 경부 림프절병증- 점막 변화(구강과 인두 점막의 홍반 및 딸기혀과 붉고 균열된 입술 등)- 사지 소견(손과 발의 부종과 홍조 등)

③ 기타 증상과 징후- 소화기 : 설사, 구토, 복통, 담낭 수종, 마비성 장폐쇄, 경도 황달, 간염(AST,ALT상승)- 혈액 : 백혈구 증가, 혈소판 증가(2~3주), ESR, CRP 상승- 뇨 : 단백뇨, 침사에 백혈구 증가- 피부 : BCG 접종 부위 발적, 가피 형성- 호흡기 : 기침, 콧물- 신경 : 뇌척수액 단핵구 증가, 안면신경 마비- 관절염"
"가족성 적혈구잠식성 림프조직구증(Hemophagocytic lymphohistiocytosis, Familial)","FHL은 생후 1년 내 발병하며, 태내에서 증상이 나타나는 경우도 있습니다. 간혹 아동기에서 성인기에 걸쳐 증상이 나타나기도 합니다. 열이 지속되고, 간비장 비대 등의 급성 질병이 나타나며, 신경학적인 비정상이 나타날 수 있습니다. 두개내압의 증가, 과민성, 경부 경직, 근육긴장 저하, 과다 근육긴장, 경련, 뇌신경 마비, 운동실조, 편마비, 사지마비, 시각상실, 혼수 등의 증상이 나타납니다.

드물게 피부 발진, 림프절병증이 나타납니다. 이 밖에도 혈구 감소증(빈혈, 저혈소판증, 호중성백혈구감소증), 간 기능 장애, 골수의 혈구 포식 등의 증상이 나타날 수 있습니다. 뇌척수액 검사에서는 단백의 증가, 단핵세포의 증가, 혈구 포식 등의 특징이 나타납니다.
7일 이상 열이 지속되며, 자연적으로 증상이 사라지기도 합니다. 비장 비대와 간 비대는 FHL의 뚜렷한 증상이며, 진행적입니다. 피부 발진은 특징적이지 않고, 일시적이며, 고열과 함께 동반되어 나타납니다. 림프절 비대는 FHL 환자의 50% 이하에서 나타납니다.
MRI 검사에서 생후 1년 내 정상 말이집 형성의 기능이 상실되거나 또는 말이집 탈락(demyelination)이 관찰될 수 있습니다. 또한 출혈, 전신 위축, 뇌부종이 관찰될 수 있습니다."
가진통(False labor),"불규칙한 자궁 수축으로 인해 하복부에 국한되어 통증이 나타납니다. 자궁 수축의 간격이 불규칙하고 짧아지지 않으며 강도가 증가되지 않는다는 것이 특징입니다. 또한 자궁 경관의 개대(열림)가 없으며, 진정제로 완화된다는 특징이 있습니다. 진통 간격이 짧아지고 강도가 세지며 배 전체의 불쾌감이나 요통을 동반하는 경우에는 진성 진통일 가능성이 높으므로, 병원에 가서 의사의 검진을 받는 것이 좋습니다."
각기병(Beriberi),"각기병의 특징은 갑자기 다리를 폈다 굽혔다 하지 못하는 것입니다. 그 외 대표적인 증상으로는 식욕 저하, 체중 감소, 무감각, 단기 기억력 상실, 혼돈, 복부 통증, 과민, 말초신경 무감각, 근육 약화, 근육통, 하지 마비, 구토, 안구 진탕(흔들려 울림), 보행 이상, 다리 부종, 심박수 증가, 활동 시 혹은 야간의 호흡 곤란 증세가 있습니다.
각기병은 건성과 습성으로 구분할 수 있습니다. 구체적인 증상은 다음과 같습니다.

① 건성 각기병의 증상
통증, 손발 저림, 손발의 감각 저하, 근육 손상 또는 하지 마비, 구토, 안구 진탕, 보행 이상, 혼수, 사망

② 습성 각기병의 증상
다리의 부종, 심박수 증가, 폐 울혈, 울혈성 심부전으로 인한 심장 비대, 활동 시 호흡 곤란, 야간 호흡 곤란
"
각막 궤양(Corneal ulcer),"각막 궤양이 진행되면 각막 상피 아래에 존재하는 각막 실질층에 융해가 일어납니다. 즉, 각막 조직이 염증 반응에 의해 녹는 것입니다. 각막 중심부의 두께는 약 0.5mm에 불과하므로 궤양이 심해지면 각막 천공이 일어날 수도 있습니다."
각막 부종(Corneal Edema),시력이 떨어지는 느낌이 들거나 빛을 볼 때 달무리와 같이 빛 번짐이 보일 수 있습니다. 사물이 뭉개져 보이고 근시가 심해지기도 합니다. 아침에 시력이 떨어졌다가 오후가 될수록 점차 회복되기도 합니다.
각막 혼탁과 흉터(Corneal opacity and scar),"주요 증상은 시력 감소이며, 혼탁 정도에 따라 시력 저하의 정도가 달라질 수 있습니다. 중심부 각막을 포함하지 않는 주변부 각막 혼탁의 경우에는 특별한 증상이 없을 수도 있지만, 굴절 이상 및 불규칙 난시를 동반하여 시력이 저하될 수 있습니다. 또한 혼탁 부위의 주변부로 빛이 난반사되어 눈부심이 나타날 수도 있습니다.

"
각막염(Keratitis),"각막에 염증이 생기면 시력 저하, 이물감, 통증, 눈의 자극 증상으로 인한 눈물 증가, 충혈, 눈부심 등의 증상이 나타납니다.

"
간 전이(Liver Metastasis),"간 전이의 경우 원발성 암의 증상만 나타나는 경우가 많습니다. 발열, 발한, 무기력, 식욕 부진, 체중 감소 등의 증상이 나타나기도 합니다. 드물게 간이 커짐으로써 복부 팽창이나 당기는 증상이 나타날 수 있습니다. 비장이 커지면 황달은 정상이거나 심하지 않는 경우가 많은데, 황달이 심해지면 담도의 침범을 의심할 수 있습니다."
간 혈관종(Hepatic hemangioma),"간 혈관종은 대부분이 작고 증상이 없어 모르고 지나가는 경우가 많습니다. 최근에 건강검진이 활성화되면서 초음파 검사를 통해 우연히 발견하는 경우가 많습니다. 혈관종이 여러 개이거나 큰 경우에는 간혹 통증 등의 증상을 일으킬 수도 있습니다. 지름이 4cm가 넘는 경우를 거대 혈관종이라고 하는데, 이 경우 복통 혹은 복부 불편감이 나타날 수 있습니다. 식사를 조금만 해도 배가 부른 포만감, 구역, 구토 등의 증상이 나타날 수 있습니다. 또한 종양이 복부의 다른 장기를 누르거나 밀어서 증상을 유발할 수도 있습니다. 이러한 증상은 몇 개월 혹은 몇 년간 지속될 수 있습니다. 드물게 큰 혈관종이 터지는 경우가 있는데, 이때는 심한 통증과 복강 내 출혈이 발생하며 심한 경우 생명이 위태로울 수 있습니다.
"
간경화(Liver cirrhosis),"간경변증은 초기에 대부분 증상이 없습니다. 간경변증이 많이 진행한 이후부터 증상이 나타나는데, 대부분 합병증 형태로 나타나며 이 경우를 ‘비대상성 간경변증’이라고 합니다. 식욕 부진, 소화불량, 복부 불쾌감 등 비특이적 증상이 나타날 수 있습니다. 복수가 차면 복부 팽만감과 하지 부종이 발생하며 심하면 숨이 차기도 합니다.

또한 식도와 위 정맥류가 발생하여 심하면 출혈할 수 있습니다. 말기 간부전 상태가 되면 간성 뇌증(혼수)이 발생할 수 있습니다. 그 밖에 앞가슴에 거미줄 모양의 모세혈관 확장(거미상 혈관종)이 나타날 수 있고, 손바닥이 붉어지는 수장 홍반이 나타나기도 합니다. 남성의 경우 유방이 여성처럼 커지거나 고환이 작아질 수 있습니다. 여성의 경우 월경이 불규칙해지기도 합니다.

"
간내 담석(IHD stone),"단순한 간내 담석만 있는 경우 담석이 담도를 막기 전까지는 증상이 잘 나타나지 않습니다. 그래서 건강검진에서 우연히 발견되는 경우가 많습니다. 소화불량, 고열, 상복부 통증, 황달 등의 증상이 나타나기도 합니다. 담석으로 인해 담도가 막히거나 간내 담도가 좁아지면 이에 따라 담즙을 만들어 내는 기능이 저하되고 간 기능도 저하됩니다.

담즙은 콜레스테롤, 혈액 속의 죽은 헤모글로빈 등을 원료로 만들어집니다. 따라서 담즙의 생성 기능이 저하되면 이들이 체내에 쌓입니다. 혈액 내 빌리루빈이 증가하고 폐쇄성 황달이 발생하며, 담즙성 간경변증으로 진행됩니다. 또한 담즙은 지방의 소화를 도와주는데 담즙 분비가 감소하거나 어려워지면 지방 음식의 소화가 어려워지고 이에 따라 대변에서 심한 냄새가 납니다.

"
간농양(Liver abscess),"화농성 간농양은 미열 및 오한, 상복부 통증, 오심(구역질), 구토, 설사, 무기력 등 몸에 염증이 있을 때 나타나는 소견을 보입니다. 그러나 다른 질환(감기, 몸살 등)으로 잘못 진단되는 경우가 많습니다. 간농양이 심할 경우 상복부를 눌렀을 때 통증이 있으며, 간이 커져 있거나 황달(빌리루빈이 침착되어 얼굴이나 몸이 노랗게 되는 것)이 오기도 합니다. 따라서, 간농양이 의심되는 경우 혈액 검사와 간 초음파 검사를 시행하는 것이 중요합니다.


"
간디스토마(Clonorchisis sinensis),"간흡충은 주로 간이나 간 밖의 담관, 담낭 속에 살면서 담관이나 담낭을 자극합니다. 여기에 이차적인 세균 침입으로 심한 염증을 일으켜 담관염이나 담낭염을 유발하기도 합니다. 많은 경우 간흡충이 간 내 담관에 감염되면 담도를 막아 담도 폐쇄를 일으켜 담즙이 정체됩니다. 이 상태에서 죽은 충체나 충란이 핵이 되어 담석이 생길 수도 있습니다. 이러한 담도 폐쇄 및 만성적인 염증 등의 증상이 계속되면 담관암이 생길 수 있으며, 간암을 일으킨다는 보고도 있습니다.

간디스토마의 증상은 감염 기생충 수, 감염 기간, 합병증에 따라 다양하게 나타납니다. 감염 정도가 심하지 않은 경우에는 증상이 거의 없습니다. 하지만 감염된 기생충 수가 많을수록, 감염 기간이 길수록 여러 가지 증상을 유발할 수 있습니다. 급성감염 시에는 주로 소화기 장애가 나타나는데, 상복부 통증, 발열, 소화불량, 위장 출혈, 설사 등의 증상이 나타나며 급사까지 이를 수 있습니다. 상태가 악화되면 피부에 황달 증세가 나타나거나 간이 커지거나 복수가 차거나 야맹증이 나타납니다.
"
간문부 담관암(Klatskin's tumor),"담관이 막혀 담즙이 십이지장으로 내려가지 않으면 대부분 황달이 나타납니다. 또한 전신 소양감, 회색변, 갈색뇨가 동반됩니다. 적절한 조치를 취하지 않으면 혈액 내 빌리루빈이 20~30mg/dL 이상으로 심하게 상승할 수 있습니다.

간문부 담관암의 환자 30~50%만 복통을 호소하며, 복통이 없는 경우도 많습니다. 담관 내에 정체된 담즙에서 세균이 자라면 담관염으로 인한 고열과 오한이 생기기도 합니다. 일반적인 증상으로는 체중 감소, 소화장애, 빈혈 등이 있습니다.

"
간성 뇌증(Hepatic encephalopathy),"간성 뇌증의 증상은 다음과 같은 단계를 거쳐 진행됩니다.

① 1단계 : 수면장애로 인해 불면증이 생깁니다. 반응이 느리고 자제력이 약해집니다.② 2단계 : 날짜와 시간을 혼동합니다. 양팔을 쭉 펴서 손끝을 위로 향하고 손바닥을 앞으로 향하도록 펴면 손끝이 떨리거나 아래로 떨어지는 증상이 나타납니다. 이 단계에서는 인격 장애가 나타나 성격이 난폭해지고 공격적으로 바뀌는 경우가 많습니다.③ 3단계 : 지남력이 없고, 사람을 잘 알아보지 못하는 상태가 됩니다. 이 단계에서는 아플 정도로 자극을 주어야만 눈을 뜹니다.④ 4단계 : 혼수 상태입니다. 자극에 대한 반응이 없으며, 뇌부종이 심합니다.

"
간세포암(Hepatocellular carcinoma),"간암은 초기에 증상이 나타나지 않는 경우가 많습니다. 그러나 간혹 우상복부 통증, 체중 감소, 복부 종괴 등의 비특이적인 증상을 호소하기도 하며, 간암이 진행된 경우에는 황달이 발생하기도 합니다. 이러한 증상이 나타나면 병이 상당히 진행된 경우가 많습니다. 따라서 간암이 발생할 확률이 높은 만성 간염이나 간경변 환자는 정기적인 검사를 통해 증상이 없는 조기에 간암을 발견하여 치료하는 것이 중요합니다. 한편 황달 발생 원인은 대부분 급만성 간염입니다.

"
